hotel,is_canceled,lead_time,arrival_date_week,arrival_date_month,arrival_date_year,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_bookings,arrival_date,kids,is_single,group_size,total_nights,long_stay
City Hotel,0,206,40,9,2016,28,0.0,1.8821889154187528,2,0,0,PRT,DIRECT,DIRECT,0,0,0,F,0,No Deposit,9.0,40.0,0.0,Transient,45.6,0,2,98396,0.9434669838678598,0,2016-9-28,0,0,2,1.8821889154187528,0
Resort Hotel,0,158,6,2,2017,8,0.0,3.5132518114605804,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,468.0,40.0,5.54193525889285,Transient,71.62,0,1,32897,1.3279245049295816,0,2017-2-8,0,0,2,3.5132518114605804,0
City Hotel,1,101,11,3,2017,15,0.0,1.5856564784969365,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,Non Refund,378.0,40.0,0.0,Transient,123.95,0,0,64678,0.0341720334513788,0,2017-3-15,0,0,2,1.5856564784969365,0
City Hotel,1,164,20,5,2017,20,0.8526611468103513,1.24024119726305,1,0,0,KOR,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.4209890962952321,Transient,123.56,0,0,68812,0.9155248036074712,0,2017-5-20,0,1,1,2.0929023440734014,0
City Hotel,0,208,29,7,2017,21,0.5556412397567,4.937052687467864,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,1,No Deposit,9.0,40.0,0.0,Transient,68.19,0,0,116767,1.9249909312766214,0,2017-7-21,0,0,2,5.492693927224565,0
City Hotel,1,101,49,11,2016,29,2.2277342832545246,3.019667542824924,2,0,0,ROU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,7.370744689885882,Transient,47.24,0,2,102772,0.9965160230570472,0,2016-11-29,0,0,2,5.247401826079448,0
City Hotel,0,104,25,6,2017,24,0.0,5.066935470963596,3,0,0,SWE,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,9.0,40.0,4.9154928027468845,Transient,73.15,0,0,114595,1.9017849551837744,0,2017-6-24,0,0,3,5.066935470963596,0
Resort Hotel,0,90,31,7,2015,30,0.9185969928164708,4.476143496751504,3,0,0,NOR,DIRECT,DIRECT,0,0,0,E,0,No Deposit,250.0,40.0,0.0,Transient,57.74,0,0,15779,1.3529448617674276,0,2015-7-30,0,0,3,5.394740489567975,0
City Hotel,0,53,48,11,2015,23,1.2919602533129722,0.5866805918559725,1,0,0,UNKNOWN,GROUPS,TA/TO,0,0,0,A,0,No Deposit,37.0,40.0,9.468555681514603,Transient-Party,82.66,0,0,80833,2.2846929292014817,0,2015-11-23,0,1,1,1.8786408451689447,0
City Hotel,0,136,13,3,2017,30,1.198192515754389,4.351435919470736,1,0,0,ROU,ONLINE TA,TA/TO,0,0,0,A,2,No Deposit,9.0,40.0,2.4193708531013347,Transient,110.31,0,0,108664,2.3207807734202444,0,2017-3-30,0,1,1,5.5496284352251255,0
Resort Hotel,0,101,41,10,2015,8,0.12305075313087,2.996795732326239,2,0,0,PRT,DIRECT,DIRECT,0,0,0,A,1,No Deposit,250.0,40.0,0.0,Contract,82.83,0,1,2264,0.8742217740699404,0,2015-10-8,0,0,2,3.119846485457109,0
Resort Hotel,0,33,44,10,2016,26,0.8032456997382891,0.1982482993880717,2,0,0,DEU,UNKNOWN,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,14.603847486521182,Transient,148.79,1,2,29548,3.613819724844821,0,2016-10-26,0,0,2,1.0014939991263607,0
City Hotel,1,72,24,6,2016,9,0.8733673032541627,9.260154254236264,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,0.0,Transient,184.93,0,0,52658,1.4313587350946635,0,2016-6-9,0,0,2,10.133521557490427,1
City Hotel,0,4,16,4,2017,21,2.001548292588374,4.25370941546254,2,0,0,ITA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,116.57,0,1,66566,1.5384733146899765,0,2017-4-21,0,0,2,6.255257708050914,0
City Hotel,0,14,7,2,2016,7,1.4095136412669236,0.7787170492069112,2,0,0,CHE,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,28.0,40.0,2.412378016591937,Group,212.9,0,0,83672,3.9552837353609727,0,2016-2-7,0,0,2,2.188230690473835,0
City Hotel,0,9,36,9,2016,3,1.0769246054197752,0.8668949710046685,2,0,0,ISR,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,2.8627344984070247,Transient,113.04,0,2,96622,1.8025691342175167,0,2016-9-3,0,0,2,1.9438195764244437,0
City Hotel,0,47,28,7,2017,12,0.5271409533778952,1.4762242175036009,2,0,0,GBR,GROUPS,TA/TO,0,0,0,A,0,No Deposit,229.0,40.0,6.242900881901544,Transient-Party,129.74,0,1,116071,0.4766198650666737,0,2017-7-12,0,0,2,2.003365170881496,0
City Hotel,0,110,38,9,2015,14,2.838307083111151,1.5112734269080887,1,0,0,AGO,DIRECT,DIRECT,0,0,0,A,2,No Deposit,9.0,40.0,7.464871021442624,Transient,61.31,0,0,77506,1.9640841728510725,0,2015-9-14,0,1,1,4.34958051001924,0
Resort Hotel,1,101,19,5,2017,7,4.056305176591094,0.0,2,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,243.0,40.0,14.431693014721596,Contract,245.87,0,1,36489,3.8182121388374055,0,2017-5-7,0,0,2,4.056305176591094,0
City Hotel,0,166,51,12,2016,13,0.2538022577951733,0.3788047856945629,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,4.64065698176869,Transient,141.97,0,1,103170,2.1073853716828106,0,2016-12-13,0,0,2,0.6326070434897362,0
Resort Hotel,1,288,19,5,2017,13,1.7627344479297389,0.2775599467877478,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,14.856671973180372,Transient,63.06,0,0,11515,1.4578694892330497,0,2017-5-13,0,0,2,2.0402943947174865,0
City Hotel,0,88,50,12,2016,5,0.5629951824028345,5.315210147880738,1,0,0,UNKNOWN,CORPORATE,TA/TO,0,0,0,A,1,No Deposit,9.0,219.0,10.613413615771078,Transient,148.35,1,1,102823,1.4174567994182536,0,2016-12-5,0,1,1,5.878205330283572,0
City Hotel,1,101,19,5,2016,2,0.8808962394114964,0.9690356829736412,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,0.0,Transient,235.3,0,0,50513,0.3456654078850274,0,2016-5-2,0,0,2,1.8499319223851376,0
Resort Hotel,0,58,3,1,2016,15,0.7569686614166845,1.6799166384537392,2,0,0,PRT,COMPLEMENTARY,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,12.620305234568374,Transient,165.83,0,0,20132,1.5104260715244724,0,2016-1-15,0,0,2,2.436885299870424,0
City Hotel,0,50,15,4,2017,14,0.0,0.8678168206560112,3,0,0,PRT,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,126.33,0,0,66099,1.6388979492879374,0,2017-4-14,0,0,3,0.8678168206560112,0
Resort Hotel,1,40,31,8,2017,2,2.433817132754844,2.8832205049090307,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,261.0,40.0,0.0,Transient,129.74,0,0,13154,1.9249909312766214,0,2017-8-2,0,0,2,5.317037637663875,0
City Hotel,1,247,1,1,2017,3,0.0,0.0,2,2,0,GBR,ONLINE TA,TA/TO,0,0,0,F,0,No Deposit,9.0,40.0,0.0,Transient,115.41,0,2,62152,1.9249909312766214,0,2017-1-3,2,0,4,0.0,0
City Hotel,1,103,33,8,2017,14,0.2958000623742109,2.966286992935537,2,0,0,PRT,DIRECT,TA/TO,0,0,0,D,0,No Deposit,14.0,40.0,5.609931697567424,Transient,109.25,0,3,73096,4.49043235527812,0,2017-8-14,0,0,2,3.262087055309748,0
City Hotel,1,226,31,7,2016,28,0.1493583747806468,3.6991506000397862,2,0,0,PAK,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.8676990775104256,Transient,42.41,0,0,54879,0.4609006826995134,0,2016-7-28,0,0,2,3.848508974820433,0
City Hotel,0,101,29,7,2016,12,0.6524784994044149,4.652093794746788,2,0,0,USA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,6.676985631353401,Transient,36.69,0,1,92821,1.0752117376382035,0,2016-7-12,0,0,2,5.304572294151203,0
City Hotel,0,28,49,12,2016,3,1.230359770994081,0.6741509454050163,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,0.0,Transient,159.06,0,1,102952,1.9249909312766214,0,2016-12-3,0,0,2,1.9045107163990973,0
City Hotel,1,287,9,2,2017,27,1.6294774921879898,4.501102735991408,2,0,0,GNB,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,13.531268525189452,Transient,61.73,0,0,64064,3.1688436061366625,0,2017-2-27,0,0,2,6.130580228179397,0
City Hotel,1,159,50,12,2016,8,0.9459694895278502,0.0,2,0,0,ITA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,5.151613242738368,Transient,31.55,0,2,61376,0.3453489838112398,0,2016-12-8,0,0,2,0.9459694895278502,0
City Hotel,0,198,25,6,2017,22,1.4381929059607494,2.3510997588773925,2,0,0,CHE,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,9.0,40.0,2.738349973100461,Transient,114.2,0,0,114715,2.8965934936526927,0,2017-6-22,0,0,2,3.789292664838142,0
City Hotel,0,209,29,7,2017,20,0.4386780526741317,2.3978653858823127,3,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,159.0,40.0,2.712794954877068,Transient,100.3,0,0,116746,1.176856241258982,0,2017-7-20,0,0,3,2.8365434385564443,0
City Hotel,1,101,34,8,2017,23,0.0,1.6480727716901362,3,1,0,PRT,ONLINE TA,TA/TO,0,0,0,G,0,No Deposit,8.0,40.0,0.0,Transient,104.24,0,0,73481,1.560969746033837,0,2017-8-23,1,0,4,1.6480727716901362,0
Resort Hotel,0,275,36,9,2015,3,0.127571389092998,3.1457110554053664,1,0,0,ITA,CORPORATE,DIRECT,0,0,0,A,1,No Deposit,9.0,268.0,0.0,Transient-Party,129.18,0,0,1536,1.5365749585623814,0,2015-9-3,0,1,1,3.2732824444983644,0
City Hotel,1,215,18,4,2016,27,0.0,5.5356174203684265,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,1,0,A,0,Non Refund,3.0,40.0,37.890744106174886,Transient,100.27,0,0,81671,5.2994607469041135,1,2016-4-27,0,0,2,5.5356174203684265,0
City Hotel,0,101,32,7,2016,31,2.08821832865027,5.203223257146425,3,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,172.9,0,1,94347,0.9727458114698632,0,2016-7-31,0,0,3,7.291441585796695,1
Resort Hotel,1,262,7,2,2016,12,0.5215157639695202,5.208241450009513,2,0,0,UNAVAILABLE,GROUPS,TA/TO,0,0,0,A,0,No Deposit,134.0,40.0,0.0,Transient-Party,30.8,0,0,4065,1.9249909312766214,0,2016-2-12,0,0,2,5.729757213979034,0
Resort Hotel,1,31,40,9,2015,30,2.5727362482035865,4.828823296668872,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,104.59,0,0,2081,0.7006437406161677,0,2015-9-30,0,0,2,7.401559544872458,1
City Hotel,0,177,46,11,2016,7,1.2025370735270484,2.063921059509182,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,9.0,40.0,0.0,Transient,133.29,0,0,60159,0.7988758680326293,0,2016-11-7,0,0,2,3.2664581330362306,0
City Hotel,1,63,20,5,2017,19,1.683089480001544,3.076184344615152,2,0,0,AUS,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,5.026239568394524,Transient,113.06,0,0,68690,2.7447792398344024,0,2017-5-19,0,0,2,4.759273824616696,0
City Hotel,0,79,13,3,2017,30,0.5244314923350948,3.642935563597336,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,7.843603806876588,Transient,68.12,0,2,108689,1.9249909312766214,0,2017-3-30,0,0,2,4.167367055932431,0
Resort Hotel,1,101,18,5,2017,1,1.12845280041041,0.5787603703874233,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,8.233386614797602,Transient,59.51,0,1,11299,2.7846793309095887,0,2017-5-1,0,0,2,1.7072131707978333,0
City Hotel,1,101,38,9,2015,18,0.1519207498962764,1.7957497104163034,2,0,0,PRT,ONLINE TA,TA/TO,0,1,0,A,0,Non Refund,6.0,40.0,0.0,Transient-Party,122.22,0,0,76170,0.1292239006321389,1,2015-9-18,0,0,2,1.9476704603125798,0
City Hotel,0,229,26,6,2017,25,2.7073924617368554,2.2583599508551586,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,8.0,40.0,5.416262397498181,Transient,161.47,0,2,114943,1.2740388516196406,0,2017-6-25,0,0,2,4.965752412592014,0
Resort Hotel,1,342,32,8,2015,7,2.2986429833206943,3.824785978785594,2,0,0,UNAVAILABLE,DIRECT,DIRECT,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,58.67,0,3,16176,1.9249909312766214,0,2015-8-7,0,0,2,6.1234289621062885,0
Resort Hotel,0,85,52,12,2016,24,0.3136865790482337,1.4116497516123665,2,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,250.0,40.0,14.866556802767604,Transient,154.04,0,0,31343,2.139771154053432,0,2016-12-24,0,0,2,1.7253363306606002,0
City Hotel,0,101,25,6,2016,15,0.0,1.5103922622927903,2,0,0,DEU,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,12.034730383562438,Transient-Party,82.17,0,1,91182,2.014916077278546,0,2016-6-15,0,0,2,1.5103922622927903,0
City Hotel,1,78,27,7,2015,4,1.6006657772948822,1.8783675523304,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,1,No Deposit,9.0,40.0,0.0,Transient,50.22,0,1,40089,1.9249909312766214,0,2015-7-4,0,0,2,3.479033329625282,0
Resort Hotel,0,124,24,6,2017,16,1.3827308588273497,4.570170573701305,2,0,0,IRN,ONLINE TA,TA/TO,0,0,0,A,2,No Deposit,240.0,40.0,0.0,Transient,123.2,1,1,37479,0.2166625191676749,0,2017-6-16,0,0,2,5.952901432528655,0
Resort Hotel,0,101,32,8,2016,5,0.0,2.0749454916382475,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,3.7581181406749087,Transient,51.72,0,1,26657,1.295845556104762,0,2016-8-5,0,0,2,2.0749454916382475,0
City Hotel,1,121,39,9,2015,21,0.2930048589899537,2.0738484898785976,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,1,0,A,0,No Deposit,20.0,40.0,13.501036147486635,Transient,89.04,0,0,76552,3.065720917866599,1,2015-9-21,0,0,2,2.3668533488685513,0
City Hotel,1,101,50,12,2016,9,0.0,0.0,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,20.0,40.0,10.435933725073088,Transient,132.5,0,0,61409,1.7865943094512704,0,2016-12-9,0,0,2,0.0,0
City Hotel,1,101,36,9,2016,1,0.960953465906385,0.5751968105253866,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,1.378402174519822,Transient,106.94,0,2,96528,2.1035152540814286,0,2016-9-1,0,0,2,1.5361502764317716,0
City Hotel,1,53,46,11,2016,7,2.29078981922878,2.6707662625654613,2,0,0,UNAVAILABLE,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,0.0,Transient,183.76,0,0,60268,0.0374908755361644,0,2016-11-7,0,0,2,4.9615560817942415,0
City Hotel,0,45,14,3,2016,28,1.016202338523771,6.084061779785663,3,0,0,CHN,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,11.241002693219974,Transient,120.08,0,2,86182,4.330936193391167,0,2016-3-28,0,0,3,7.100264118309434,1
Resort Hotel,0,80,51,12,2015,19,0.0,1.28478184079683,2,0,0,PRT,CORPORATE,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,15.1999508641741,Transient-Party,60.21,0,1,19434,2.526016615212278,0,2015-12-19,0,0,2,1.28478184079683,0
Resort Hotel,1,101,28,7,2016,5,19.23218242422471,1.7656773371709402,1,0,0,PRT,ONLINE TA,DIRECT,0,0,1,E,2,No Deposit,9.0,40.0,5.536085807230595,Transient,22.82,0,3,14039,1.9679552261133169,1,2016-7-5,0,1,1,20.997859761395652,1
City Hotel,1,85,8,2,2017,25,0.0,2.5226521486779774,1,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,No Deposit,30.0,40.0,0.0,Transient-Party,88.01,0,0,63945,2.552436594951332,0,2017-2-25,0,1,1,2.5226521486779774,0
City Hotel,1,171,21,5,2016,20,0.0008493726116021,1.7145548789291931,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,34.0,40.0,9.371521102855915,Transient,278.9,0,0,51489,4.90727777358597,0,2016-5-20,0,0,2,1.7154042515407952,0
City Hotel,1,222,13,3,2016,20,2.095294215511605,3.0393564136068667,1,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,41.0,40.0,19.750570761830723,Transient,34.16,0,0,82006,0.6637904948903053,1,2016-3-20,0,1,1,5.134650629118472,0
City Hotel,0,11,8,2,2016,20,1.6847556470475031,5.062558910401858,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,28.0,40.0,1.3869044052792523,Transient,114.55,0,1,84310,2.3605136885578544,0,2016-2-20,0,0,2,6.747314557449361,0
Resort Hotel,0,179,45,10,2016,31,0.5945730188087959,0.0,2,0,0,PRT,DIRECT,DIRECT,1,0,0,C,0,No Deposit,9.0,40.0,3.869187479779764,Transient,44.85,1,0,29558,1.9249909312766214,0,2016-10-31,0,0,2,0.5945730188087959,0
City Hotel,1,207,13,3,2016,22,0.1140378404523726,0.249378404327903,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,Non Refund,29.0,40.0,90.14168173828088,Transient,91.17,0,0,48404,7.286670189669399,0,2016-3-22,0,0,2,0.3634162447802756,0
Resort Hotel,0,10,15,4,2016,6,0.6434364713635005,0.6475887670725189,1,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,250.0,40.0,1.6721784106783515,Transient-Party,63.13,0,1,22918,2.3355828043104023,0,2016-4-6,0,1,1,1.2910252384360192,0
Resort Hotel,0,134,45,11,2015,2,1.9141451156928089,1.0566124223848263,3,0,0,POL,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,69.0,40.0,0.0,Transient,108.41,0,1,18161,2.7817290866291784,0,2015-11-2,0,0,3,2.970757538077635,0
Resort Hotel,0,101,52,12,2015,21,1.7842236988248872,5.909302871291872,1,0,0,PRT,CORPORATE,CORPORATE,0,0,4,A,0,No Deposit,9.0,113.0,0.0,Transient,100.51,0,0,14218,0.7230159641034279,4,2015-12-21,0,1,1,7.6935265701167594,1
City Hotel,0,101,31,8,2017,5,2.3644295255198657,5.825026201952784,2,2,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,F,0,No Deposit,9.0,40.0,8.687197826507981,Transient,90.59,0,0,72765,1.9249909312766214,0,2017-8-5,2,0,4,8.18945572747265,1
Resort Hotel,0,98,27,6,2016,29,0.0,3.823538025121467,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,4.304801697324407,Transient,94.56,0,1,25600,1.837327535672005,0,2016-6-29,0,0,2,3.823538025121467,0
City Hotel,1,146,27,7,2016,1,0.7242976732326017,0.8475943002665544,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,192.0,40.0,11.993887565347862,Transient,113.79,0,0,53905,0.8687983925675204,0,2016-7-1,0,1,1,1.571891973499156,0
Resort Hotel,0,9,19,5,2016,3,0.2201594087672448,4.9179488070853,1,0,0,PRT,OFFLINE TA/TO,CORPORATE,1,0,2,D,0,No Deposit,104.0,40.0,0.0,Transient,66.62,0,0,20246,1.9249909312766214,2,2016-5-3,0,1,1,5.138108215852545,0
Resort Hotel,0,101,43,10,2015,23,0.0,1.3262687079067423,2,0,0,MISSING,DIRECT,DIRECT,0,0,0,D,2,No Deposit,9.0,317.0,14.55318729834988,Transient-Party,38.27,0,0,2594,2.1873269496681784,0,2015-10-23,0,0,2,1.3262687079067423,0
City Hotel,1,336,35,8,2015,24,1.2906399150368215,0.3098413774592673,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,4.143920334166028,Contract,151.05,0,0,74467,1.9249909312766214,1,2015-8-24,0,0,2,1.600481292496089,0
Resort Hotel,1,101,33,8,2016,10,0.4321940560124617,1.4393044715390584,3,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,1,No Deposit,240.0,40.0,0.0,Transient,65.97,0,0,7453,0.2852548248385946,0,2016-8-10,0,0,3,1.8714985275515201,0
Resort Hotel,1,294,9,2,2017,26,1.4258023294263946,0.683723254888364,1,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,250.0,40.0,4.05209562456805,Transient,115.2,0,0,10328,1.7723346874442258,0,2017-2-26,0,1,1,2.109525584314759,0
City Hotel,1,14,30,7,2017,23,3.969903616739384,3.323637615939789,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,10.088725621516724,Transient,85.54,0,1,72220,0.5621116028429882,0,2017-7-23,0,0,2,7.293541232679173,1
City Hotel,1,85,33,8,2016,13,2.721516978796821,2.460753412499346,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,10.924850636538276,Transient,110.98,0,1,55472,1.4196201327311633,0,2016-8-13,0,0,2,5.182270391296168,0
City Hotel,0,218,28,7,2017,9,1.639620550700834,0.0,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,95.34,0,1,71664,1.276166819208926,0,2017-7-9,0,0,2,1.639620550700834,0
City Hotel,1,95,41,10,2016,7,0.0,3.747172594353065,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,398.7039109249266,Transient,100.14,0,0,58155,41.3410497894122,0,2016-10-7,0,0,2,3.747172594353065,0
City Hotel,0,101,20,5,2016,12,0.0289912327708129,0.556926401897394,2,0,0,GBR,DIRECT,DIRECT,0,0,0,A,1,No Deposit,9.0,40.0,0.0,Transient,262.57,0,0,88881,3.069638505885657,0,2016-5-12,0,0,2,0.5859176346682069,0
Resort Hotel,0,101,27,7,2015,3,2.942509147836554,3.8754831075031895,2,0,0,GBR,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,40.0,40.0,4.781531280275217,Contract,105.98,0,0,83,0.1229580196839061,0,2015-7-3,0,0,2,6.817992255339743,0
City Hotel,1,52,9,2,2017,26,7.557278224967126,0.9193754733452646,1,0,0,AGO,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,54.91,0,0,64039,1.9249909312766214,0,2017-2-26,0,1,1,8.47665369831239,1
City Hotel,0,101,15,4,2016,6,0.0,0.0,1,0,0,UNAVAILABLE,CORPORATE,CORPORATE,1,0,5,A,0,No Deposit,9.0,40.0,0.0,Transient,209.15,1,0,79496,0.9022624535158764,5,2016-4-6,0,1,1,0.0,0
Resort Hotel,1,101,43,10,2016,21,0.6770777324288295,0.0,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,240.0,40.0,1.2369397536812246,Transient,126.65,0,2,8946,0.2681903709964843,0,2016-10-21,0,0,2,0.6770777324288295,0
City Hotel,1,10,18,4,2016,28,1.3163836020194606,1.9957447883522612,2,1,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,12.325289289207197,Transient,25.87,0,0,50321,2.96478563821459,0,2016-4-28,1,0,3,3.312128390371722,0
City Hotel,0,71,27,7,2016,1,1.957987014350072,4.503076024401844,3,0,0,PRT,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,111.53,0,2,92491,0.7305023059286448,0,2016-7-1,0,0,3,6.461063038751917,0
City Hotel,1,307,32,8,2015,3,1.7151108849025234,2.1415093896626565,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,0.0,Transient,200.03,0,0,74949,2.465724835750017,1,2015-8-3,0,0,2,3.85662027456518,0
City Hotel,1,49,32,8,2016,6,2.1619882457516155,0.8948350342369067,2,1,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,12.404979389208956,Transient,165.12,0,0,55151,4.028697751200975,0,2016-8-6,1,0,3,3.056823279988522,0
City Hotel,0,51,5,2,2017,2,0.0125672754114181,1.1040682644960962,1,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,146.1,0,0,105244,2.6144492358946216,0,2017-2-2,0,1,1,1.1166355399075143,0
City Hotel,1,101,8,2,2016,17,0.953362015909656,0.0,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,44.0,40.0,4.694318566123185,Transient,93.39,0,0,47347,1.3728085632458116,0,2016-2-17,0,0,2,0.953362015909656,0
City Hotel,0,19,37,9,2016,9,0.0,4.5943244618696335,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,91.77,0,2,97002,1.9249909312766214,0,2016-9-9,0,0,2,4.5943244618696335,0
Resort Hotel,0,101,19,5,2017,9,3.270268005458352,2.5546545250476567,2,0,0,GBR,UNKNOWN,TA/TO,0,0,0,D,0,No Deposit,241.0,40.0,0.0,Transient,80.33,0,1,36292,0.7639480988356034,0,2017-5-9,0,0,2,5.824922530506009,0
Resort Hotel,1,85,13,4,2017,1,2.4246649095572685,4.7254681668531,2,0,0,BEL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,2.789955408743593,Transient,138.62,0,1,10760,1.9249909312766214,0,2017-4-1,0,0,2,7.150133076410368,1
City Hotel,1,294,40,9,2016,26,1.1390448442446064,2.1136493838398467,2,0,0,PRT,ONLINE TA,CORPORATE,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,71.13,0,0,98271,1.2453363216645743,0,2016-9-26,0,0,2,3.252694228084453,0
Resort Hotel,1,190,45,11,2015,1,1.8829053869582275,1.2523119007358312,1,0,0,PRT,CORPORATE,CORPORATE,0,0,1,A,0,No Deposit,9.0,94.0,1.8063580015122092,Transient,161.31,0,0,13855,1.4417541193402286,1,2015-11-1,0,1,1,3.1352172876940587,0
