hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_nights,total_guests,adr_per_person,cancellation_ratio_prev_bookings,is_direct_booking
City Hotel,0,313.4783979009832,2017,August,2016,8,1.0080639798809652,0.9932793319603066,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,27.0,0.0,10.159680596222186,Transient,124.31019331398666,0,0,95024,2.2175440967204305,2.001343311841272,2.0,62.15509665699333,0.0,0
City Hotel,0,298.26132963857725,2017,July,2015,1,-0.3494102101673303,1.0081544192275478,2,0.0,0,HB,PRT,Offline TA/TO,UNAVAILABLE,0,0,0,A,0,No Deposit,6.0,0.0,-9.891988977854975,Transient,26.87169403075655,0,0,75570,-2.029597004005381,0.6587442090602175,2.0,13.435847015378275,0.0,0
City Hotel,0,229.7666143691634,2017,June,2016,3,0.4043678893478258,2.963549600143476,2,0.0,0,BB,PRT,Offline TA/TO,MISSING,0,0,0,A,0,No Deposit,3.0,0.0,-1.4550609729808035,Transient-Party,12.484075385569398,0,0,90432,-0.1313160960195289,3.3679174894913015,2.0,6.242037692784699,0.0,0
Resort Hotel,0,21.23582968549361,2017,October,2015,14,-0.0858097809540985,0.9519752547343846,2,0.0,0,UNKNOWN,UNAVAILABLE,Online TA,TA/TO,0,0,0,A,0,No Deposit,241.0,0.0,2.962420889901539,Transient,140.46547664237752,0,1,17724,-0.0170906086270818,0.8661654737802861,2.0,70.23273832118876,0.0,0
Resort Hotel,0,162.52179715637615,2017,January,2017,22,1.7850334693147194,0.9980847966611796,2,0.0,0,MISSING,DEU,Direct,Direct,0,0,0,G,0,No Deposit,250.0,0.0,-15.933659841581784,Group,127.61890969320372,0,0,32324,1.0419413752899664,2.783118265975899,2.0,63.80945484660186,0.0,0
City Hotel,1,98.74456399568206,2017,June,2016,18,0.9656219126771076,0.5591827736013625,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-7.824266145709379,Transient,90.84295365363126,0,0,53340,-0.185963004723099,1.52480468627847,2.0,45.42147682681563,0.0,0
Resort Hotel,0,28.40677657944238,2017,September,2016,2,2.1374046216996683,0.6487200486091547,2,0.0,0,BB,EST,MISSING,TA/TO,0,0,0,E,0,No Deposit,171.0,0.0,10.960001859243889,Transient,106.97642900275864,0,0,7923,1.5947361948377594,2.7861246703088227,2.0,53.48821450137932,0.0,0
City Hotel,1,106.52493249853804,2017,April,2016,11,1.3499914191383948,5.406399781390735,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,1.2554082876663084,Transient,84.7432002463382,0,0,49356,0.8821444451832916,6.75639120052913,2.0,42.3716001231691,0.0,0
City Hotel,0,7.045199309026476,2017,November,2016,14,-0.9051103530966138,4.836720563736281,2,0.0,0,UNKNOWN,KOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0.2408274590251986,Transient,97.17596121944231,0,0,101661,1.2675695526284698,3.9316102106396675,2.0,48.58798060972116,0.0,0
City Hotel,0,349.88310604453545,2017,April,2016,16,2.021094994379331,-1.0728948781999066,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,0,No Deposit,9.0,0.0,-4.637368526815306,Transient,110.52420339888374,0,0,49641,1.6142612023980842,0.9482001161794245,2.0,55.26210169944187,0.0,0
City Hotel,1,36.640486703492805,2017,October,2016,20,-0.3338649975118652,1.7797424182890378,2,0.0,0,BB,UNKNOWN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-5.549345880624683,Transient,70.26043396473054,0,0,59033,-1.8605576819611864,1.4458774207771725,2.0,35.13021698236527,0.0,0
City Hotel,1,194.57375321217745,2017,June,2017,28,1.0878906649646962,3.9955665919897454,2,0.0,0,UNAVAILABLE,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,229.0,0.0,-25.39937657037975,Transient,61.87571984808488,0,0,71137,-2.026142024396325,5.083457256954442,2.0,30.93785992404244,0.0,0
City Hotel,1,168.68684156141018,2017,September,2015,11,-0.5853089362794747,-0.1729836578969585,2,0.0,0,HB,UNAVAILABLE,Groups,TA/TO,0,0,0,A,0,No Deposit,30.0,0.0,-20.261659975280224,Transient-Party,145.43764635877292,0,0,42910,-1.097384911618028,-0.7582925941764331,2.0,72.71882317938646,0.0,0
City Hotel,1,65.30308801049387,2017,July,2016,14,0.4236462496470068,-1.5084771658720435,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,6.055161332300614,Transient,68.78072052396504,0,0,54384,0.8774407869916208,-1.0848309162250367,2.0,34.39036026198252,0.0,0
Resort Hotel,1,175.0343960092943,2017,February,2016,11,0.6110885390523189,1.1290502144455985,2,0.0,0,BB,MISSING,Groups,MISSING,0,0,0,A,0,Non Refund,15.0,0.0,7.316173003817751,Transient,137.7494378081559,0,0,3986,3.3838432927721804,1.7401387534979174,2.0,68.87471890407795,0.0,0
Resort Hotel,1,35.347772092212686,2017,December,2016,3,2.119457024171045,3.027075290736321,2,0.0,0,UNKNOWN,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,38.0,0.0,-4.300441104496709,Transient,63.74023469011888,0,0,9505,0.0606309994557726,5.1465323149073665,2.0,31.87011734505944,0.0,0
City Hotel,0,202.52435474021505,2017,August,2016,20,0.8862186539969399,2.679578757351365,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,2.3163342547858323,Transient,26.04014622261265,0,2,95677,0.9672954449201808,3.5657974113483046,2.0,13.020073111306324,0.0,0
Resort Hotel,0,106.52493249853804,2017,December,2016,17,0.4594998129614368,3.419818659034852,2,0.0,0,UNAVAILABLE,ITA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0.556814057623911,Transient,89.34702245119126,0,2,31188,2.3798733997604864,3.8793184719962888,2.0,44.67351122559563,0.0,0
City Hotel,0,10.681680002676815,2017,October,2015,16,0.5990728286264768,2.756286223815237,2,0.0,0,MISSING,PRT,UNKNOWN,UNKNOWN,0,0,0,A,0,No Deposit,6.0,0.0,-0.9312150182894104,Transient-Party,30.246072030721525,0,0,44990,0.3949713461102122,3.3553590524417136,2.0,15.123036015360762,0.0,0
City Hotel,1,106.52493249853804,2017,October,2016,5,1.4868300760047288,-0.6720427308801316,2,0.0,0,BB,PRT,UNKNOWN,TA/TO,0,0,0,A,0,Non Refund,44.0,0.0,-0.6077492376113851,Transient,97.17596121944231,0,0,58064,1.0905957608560284,0.8147873451245973,2.0,48.58798060972116,0.0,0
City Hotel,0,106.52493249853804,2017,September,2016,25,2.0576310798631567,-0.6202339419350471,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-0.2350945495546541,Transient,93.4393598426178,0,2,98311,2.82649852997062,1.4373971379281096,2.0,46.7196799213089,0.0,0
City Hotel,0,106.52493249853804,2017,August,2017,6,2.301787367573704,4.925450409432245,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-10.40477811140686,Transient,110.51237202794827,0,0,104284,-0.043898741622177,7.227237777005949,2.0,55.25618601397414,0.0,0
Resort Hotel,1,34.22256648502453,2017,January,2017,5,2.000261684715082,1.8654746962318909,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,2.8680005429826547,Transient,104.32288049881288,0,0,9815,0.9308803677788468,3.8657363809469727,2.0,52.16144024940644,0.0,0
Resort Hotel,1,130.03876810711182,2017,February,2017,28,0.2313112898707804,5.969882315508018,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,332.0,0.0,-9.838374843044598,Transient,29.04737109514168,0,0,10357,-0.5330359496685821,6.201193605378799,2.0,14.52368554757084,0.0,0
City Hotel,0,129.8814867404061,2017,November,2016,23,0.7727065830788049,4.803880481342209,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,1.4608059793599195,Transient,91.69217304353172,0,0,102306,0.7907987996075496,5.576587064421014,2.0,45.84608652176586,0.0,0
City Hotel,1,335.4365715965382,2017,June,2016,30,1.2120025444007223,1.309251755795072,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,192.0,0.0,30.474545319544088,Transient,53.32321493807959,0,0,53836,2.2757306404597077,2.5212543001957943,2.0,26.661607469039794,0.0,0
City Hotel,1,106.52493249853804,2017,May,2016,28,1.0102407384747198,1.454817973451452,2,0.0,0,BB,PRT,Groups,UNAVAILABLE,0,0,0,A,0,Non Refund,1.0,0.0,-9.864208257260254,Transient,97.17596121944231,0,0,52003,1.0905957608560284,2.4650587119261718,2.0,48.58798060972116,0.0,0
City Hotel,1,11.717971518417698,2017,October,2016,16,0.749839656530215,-0.673332372251989,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,31.0,0.0,-4.723011513803177,Transient,22.42597345213582,0,0,58785,-0.9241727527612644,0.07650728427822595,2.0,11.21298672606791,0.0,0
City Hotel,1,18.91059122767692,2017,June,2016,30,0.5116333548979648,4.405881512344615,2,0.0,0,UNKNOWN,MISSING,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,192.0,0.0,5.767400138178161,Transient,152.3358073037768,0,0,53843,3.606790600090543,4.91751486724258,2.0,76.1679036518884,0.0,0
Resort Hotel,0,61.20976248221061,2017,March,2017,28,0.6705194616274142,0.5333123091467523,2,0.0,0,HB,UNKNOWN,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,436.0,0.0,7.469147906508922,Transient,119.93245454585173,0,1,34800,4.1159129217204296,1.2038317707741664,2.0,59.96622727292586,0.0,0
Resort Hotel,1,87.65686506732835,2017,April,2017,14,1.4080128869503068,1.995400285475291,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-3.606193628471245,Transient,218.87163573798804,0,2,11007,1.942444530875649,3.403413172425598,2.0,109.43581786899402,0.0,0
City Hotel,0,122.81992515915864,2017,September,2015,6,2.902032444730538,3.4999929711014133,2,0.0,0,UNAVAILABLE,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,4.2983003520961,Transient-Party,97.30463554296745,0,0,42523,-0.072032532978997,6.402025415831951,2.0,48.65231777148372,0.0,0
City Hotel,1,147.74954337572902,2017,June,2017,12,1.195333557509046,1.473433571851798,2,0.0,0,UNKNOWN,PRT,UNKNOWN,TA/TO,0,0,0,A,0,Non Refund,20.0,0.0,-3.2266112570329044,Transient,2.0274435369283736,0,0,70224,-0.4828599714464182,2.6687671293608437,2.0,1.0137217684641868,0.0,0
City Hotel,1,29.62187504331799,2017,April,2016,24,1.5085147210407568,1.3647644452995855,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,0,No Deposit,14.0,0.0,-4.147569931550187,Transient,16.05316255939161,0,0,50169,-0.3337268288487063,2.8732791663403425,2.0,8.026581279695804,0.0,0
Resort Hotel,0,52.79580232694055,2017,August,2016,1,1.2333021404128868,4.319346246173728,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,96.0,0.0,-3.838491817740167,Transient,146.2106672118415,0,1,26592,1.0276543266300973,5.552648386586615,2.0,73.10533360592075,0.0,0
City Hotel,1,106.52493249853804,2017,August,2017,23,-0.3705863005968719,2.860999830186837,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-9.361613937152937,Transient,57.73732348400573,0,0,62853,0.4537712514020185,2.490413529589965,2.0,28.868661742002864,0.0,0
City Hotel,0,106.52493249853804,2017,October,2015,4,2.424391898161685,5.634042643754434,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,12.0,0.0,0.138490531418993,Transient-Party,1.6250842473176306,0,0,44362,-1.001317765848752,8.05843454191612,2.0,0.8125421236588153,0.0,0
City Hotel,0,49.426980679937735,2017,July,2016,16,2.0548450614429146,2.1531600455811897,2,0.0,0,SC,UNKNOWN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0.732697106665871,Transient,141.82865527267276,0,1,54451,1.6919523114100543,4.208005107024104,2.0,70.91432763633638,0.0,0
Resort Hotel,0,250.99932681767237,2017,May,2017,17,-0.830868365644438,-0.2129705131296941,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,1.0653983820394843,Transient,132.3433485511714,0,0,11558,1.404144426832061,-1.0438388787741322,2.0,66.1716742755857,0.0,0
City Hotel,0,77.21625208366413,2017,September,2016,22,1.3292568531028317,-0.7111449881275511,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,315.0,0.0,2.045457317468477,Transient-Party,80.23654969497665,0,0,98233,1.1643364715675515,0.6181118649752806,2.0,40.11827484748832,0.0,0
Resort Hotel,0,106.52493249853804,2017,May,2016,8,4.982738731898218,1.896323986429559,2,0.0,0,BB,PRT,Offline TA/TO,MISSING,0,0,0,D,0,No Deposit,243.0,0.0,-3.688118997644394,Contract,97.17596121944231,0,0,24451,1.0905957608560284,6.879062718327777,2.0,48.58798060972116,0.0,0
Resort Hotel,1,263.91242534146863,2017,August,2017,5,4.214809342763886,3.20690151137187,2,0.0,0,BB,ESP,Online TA,MISSING,0,0,0,A,0,No Deposit,240.0,0.0,25.22569299418865,Transient,77.90882380842855,0,0,13238,3.12594386080655,7.421710854135757,2.0,38.954411904214275,0.0,0
Resort Hotel,1,35.359558840571964,2017,September,2015,28,1.835942624495565,-0.2061983469117991,2,0.0,0,BB,MISSING,UNKNOWN,MISSING,0,0,0,D,0,No Deposit,147.0,0.0,-9.144568185358263,Transient,181.90866395374783,0,2,17328,2.67490449324956,1.6297442775837658,2.0,90.95433197687392,0.0,0
Resort Hotel,0,106.52493249853804,2017,October,2016,25,-0.8388886748640096,2.823612607906522,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,250.0,0.0,13.86407061117704,Transient,97.17596121944231,0,0,29512,1.0905957608560284,1.9847239330425122,2.0,48.58798060972116,0.0,0
Resort Hotel,0,115.2866246607787,2017,September,2016,29,2.7144611491019868,2.9741041881174124,2,0.0,0,BB,GBR,MISSING,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,3.5513936418994936,Transient,78.3602541122934,0,0,28589,0.2836095431486132,5.6885653372194,2.0,39.1801270561467,0.0,0
City Hotel,0,86.20121351766124,2017,June,2016,15,-0.4049552413004879,0.728224221539657,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,14.308038431480794,Transient-Party,86.10843968912245,0,1,91165,2.179415533253024,0.32326898023916917,2.0,43.054219844561224,0.0,0
City Hotel,0,30.626776079282827,2017,September,2016,26,0.4029929064907663,2.892903336960526,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,10.03437312213909,Transient,56.10816726070548,0,0,57519,0.7056627006558889,3.2958962434512924,2.0,28.05408363035274,0.0,0
City Hotel,0,106.52493249853804,2017,May,2017,17,-0.0896987688703392,0.7273528661039161,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,3.5921715653768738,Transient-Party,97.17596121944231,0,0,112110,1.0905957608560284,0.6376540972335769,2.0,48.58798060972116,0.0,0
Resort Hotel,0,106.52493249853804,2017,April,2017,28,1.95979177391099,2.950471522933581,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0.7044778630041802,Transient,74.45779966402262,0,2,35865,-0.3906160709523762,4.910263296844571,2.0,37.22889983201131,0.0,0
City Hotel,1,1.399816416552703,2017,October,2016,9,2.875381352194572,2.724457928030104,2,0.0,0,BB,ISR,Direct,Direct,0,0,0,E,0,No Deposit,14.0,0.0,-7.273587452918234,Transient,94.8273431024114,0,1,58260,1.0738891964632422,5.599839280224677,2.0,47.4136715512057,0.0,0
Resort Hotel,0,101.65026694975046,2017,June,2016,12,3.740264836090118,2.689990014179077,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-2.1740425710048825,Transient,48.37134045102144,0,0,25276,-0.1657587177798433,6.430254850269195,2.0,24.18567022551072,0.0,0
City Hotel,0,106.52493249853804,2017,July,2016,18,1.0730905546333034,1.4879780826791158,2,0.0,0,SC,FRA,Online TA,MISSING,0,0,0,A,0,No Deposit,7.0,0.0,3.811680900987868,Transient,125.77949994518374,0,1,93437,3.0144625151486224,2.5610686373124194,2.0,62.88974997259187,0.0,0
City Hotel,0,135.92530263894744,2017,October,2015,19,0.5087886700386159,1.2648026289917838,2,0.0,0,UNKNOWN,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,14.7372530933884,Contract,112.04582726346396,0,1,45157,2.2172736763003846,1.7735912990303997,2.0,56.02291363173198,0.0,0
City Hotel,0,20.373153723426057,2017,September,2015,17,0.4961802312109427,4.199627265703516,2,0.0,0,HB,PRT,MISSING,TA/TO,0,0,0,A,0,No Deposit,20.0,0.0,12.398493363962192,Transient-Party,120.88671742929552,0,0,43259,0.326652802565186,4.695807496914458,2.0,60.44335871464776,0.0,0
Resort Hotel,1,26.451760096099363,2017,July,2015,23,2.202908226404821,0.4455660928515279,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-1.985936038574157,Transient,154.42348986810686,0,0,631,0.0982158850178578,2.6484743192563487,2.0,77.21174493405343,0.0,0
City Hotel,0,233.7869642524901,2017,November,2016,11,1.2797023675136656,5.938513900470117,2,0.0,0,BB,USA,MISSING,Direct,0,0,0,A,0,No Deposit,14.0,0.0,-4.239304144013687,Transient,124.7945346101816,0,0,101583,-0.3850311289272541,7.218216267983783,2.0,62.3972673050908,0.0,0
Resort Hotel,0,106.52493249853804,2017,June,2017,12,1.766266725014993,2.4533663506435444,2,0.0,0,UNKNOWN,GBR,Offline TA/TO,UNKNOWN,0,0,0,D,0,No Deposit,40.0,0.0,-4.570080401767508,Contract,30.69630130825002,0,0,37468,0.219846547419286,4.219633075658537,2.0,15.34815065412501,0.0,0
City Hotel,0,162.36825116779264,2017,December,2016,27,1.2971671449527395,1.700573296242463,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,220.0,0.0,-0.4689776440600617,Transient-Party,83.55661589293047,0,0,103948,1.4456630233559822,2.9977404411952024,2.0,41.77830794646523,0.0,0
City Hotel,0,106.52493249853804,2017,March,2017,10,-0.3163016408540132,3.53068486299567,2,0.0,0,SC,FRA,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-2.036764426971955,Transient,90.5189144102277,0,1,64457,0.5275311805019235,3.214383222141657,2.0,45.25945720511385,0.0,0
Resort Hotel,0,106.52493249853804,2017,September,2016,25,2.9353071602305025,2.7697634558693744,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,0,No Deposit,241.0,0.0,7.051136118442551,Transient,118.84177693388357,0,1,28353,1.2228923248393777,5.705070616099877,2.0,59.42088846694178,0.0,0
City Hotel,1,120.03938954291192,2017,September,2016,15,-0.0242213381194394,2.542772476330324,2,0.0,0,BB,GBR,UNAVAILABLE,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,-12.58247529776578,Transient,121.18372215254058,0,1,56933,2.4597083409990965,2.5185511382108845,2.0,60.59186107627029,0.0,0
City Hotel,1,46.871346408978994,2017,March,2016,22,0.0388582680307557,2.992302256350675,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,22.0,0.0,-7.42907315755436,Transient,207.1913105793745,0,0,85894,0.1229529695018816,3.0311605243814306,2.0,103.59565528968724,0.0,0
Resort Hotel,0,151.47582932088244,2017,August,2016,2,-0.7018795209484965,5.672055762667568,2,0.0,0,BB,PRT,Online TA,UNAVAILABLE,0,0,0,F,0,No Deposit,242.0,0.0,3.2354248410756234,Transient,83.32522630826512,0,2,7306,-0.1384141746854534,4.970176241719071,2.0,41.66261315413256,0.0,0
City Hotel,0,121.14628467815548,2017,October,2016,9,0.1991716621521907,4.114037166065868,2,0.0,0,UNAVAILABLE,USA,UNAVAILABLE,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,-3.714889041990317,Transient,83.47949299439554,0,0,99110,-0.3044021474696187,4.313208828218059,2.0,41.73974649719777,0.0,0
Resort Hotel,1,106.52493249853804,2017,June,2016,12,1.298337884206596,2.357395670482866,2,0.0,0,BB,PRT,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0.9257783213987176,Transient,97.17596121944231,0,1,25202,1.0905957608560284,3.655733554689462,2.0,48.58798060972116,0.0,0
City Hotel,0,51.17114952202102,2017,September,2016,22,0.0410097102149213,1.8448746488329744,2,0.0,0,BB,UNAVAILABLE,Direct,Direct,0,0,0,G,0,No Deposit,14.0,0.0,5.705816795637404,Transient,187.3613945890741,0,0,98124,3.6638607291315406,1.8858843590478958,2.0,93.68069729453705,0.0,0
Resort Hotel,0,81.28628966110077,2017,August,2017,4,2.2133416071363268,3.186785401533585,2,0.0,0,UNKNOWN,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,8.59564499330469,Transient,135.48203500641992,0,1,39287,2.1343985845846563,5.400127008669912,2.0,67.74101750320996,0.0,0
City Hotel,0,124.86270316197913,2017,July,2016,21,-0.4331241530540706,3.730963108809039,2,0.0,0,BB,UNAVAILABLE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,6.3392299780464345,Contract,77.07133303121057,0,1,93630,1.68898842269133,3.2978389557549685,2.0,38.535666515605286,0.0,0
Resort Hotel,0,136.03589225957128,2017,March,2017,24,0.2033204617142301,4.846990131175743,2,0.0,0,UNKNOWN,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,11.0,0.0,-17.83180843344409,Transient,133.93522682174662,0,0,10626,-1.6276076522772045,5.050310592889973,2.0,66.96761341087331,0.0,0
City Hotel,0,97.70848339289635,2017,July,2016,14,-1.073013617692807,6.806118667451037,2,0.0,0,BB,FRA,Offline TA/TO,MISSING,0,0,0,A,0,No Deposit,28.0,0.0,-2.4829472866292552,Transient-Party,104.91425997759973,0,1,93138,1.4735581091126084,5.7331050497582305,2.0,52.45712998879986,0.0,0
City Hotel,0,56.35194118086612,2017,August,2016,26,2.3417443768153543,3.440340785628885,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,6.955091666191482,Transient,218.6984203913047,0,1,96213,1.299704118687457,5.78208516244424,2.0,109.34921019565235,0.0,0
City Hotel,1,119.8790734798066,2017,July,2016,4,1.6059768958249692,5.649338131307841,2,0.0,0,MISSING,ESP,MISSING,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-3.042361472557725,Transient,92.58053310598572,0,0,53988,1.64024425689143,7.25531502713281,2.0,46.29026655299286,0.0,0
City Hotel,0,329.1398833321067,2017,June,2017,6,-0.1735639028235925,4.169221733316829,2,0.0,0,UNAVAILABLE,UNKNOWN,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,-9.041077215124714,Transient,18.24688593754892,0,0,113537,0.3902544769654843,3.9956578304932364,2.0,9.12344296877446,0.0,0
City Hotel,0,330.0658905569757,2017,March,2016,9,-0.4273943735073195,1.7873218437453542,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-10.511685672243583,Transient,235.7264340406291,0,1,47912,2.434072692152965,1.3599274702380346,2.0,117.86321702031455,0.0,0
City Hotel,1,210.6207578193247,2017,April,2016,14,-0.966851630465988,-0.1954715585409019,2,0.0,0,BB,PRT,Groups,MISSING,0,0,0,A,0,Non Refund,1.0,0.0,-3.779695314005083,Transient,109.25178891217588,0,0,49458,0.9486704728669562,-1.16232318900689,2.0,54.62589445608794,0.0,0
City Hotel,0,200.96817091196397,2017,September,2015,6,2.137486715519643,-1.3023145168128871,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,13.0,0.0,6.906341376092693,Transient,77.29415936136422,0,0,42531,0.7457302481606988,0.835172198706756,2.0,38.64707968068211,0.0,0
Resort Hotel,0,69.7189315026229,2017,March,2017,23,1.52008306396871,1.2468485585426627,2,0.0,0,BB,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-7.314667712024327,Transient,57.850163018026215,0,1,34492,0.6185250230439858,2.7669316225113727,2.0,28.925081509013108,0.0,0
City Hotel,0,216.4700597754544,2017,July,2017,4,0.5853292356474109,3.4185950008045265,2,0.0,0,HB,DEU,MISSING,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,8.544108867755803,Transient-Party,75.18250012512476,0,0,115382,2.140742675766558,4.003924236451938,2.0,37.59125006256238,0.0,0
City Hotel,0,182.54740621844243,2017,July,2017,26,-0.4920552044577375,1.7173485718521095,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0.4948913037973054,Transient,93.45257945596846,0,0,72302,-0.0170454728279885,1.225293367394372,2.0,46.72628972798423,0.0,0
City Hotel,1,106.52493249853804,2017,July,2017,8,1.0693985495558735,1.9870137223053803,2,0.0,0,UNKNOWN,GBR,Online TA,UNAVAILABLE,0,0,0,A,0,No Deposit,9.0,0.0,2.505105879024166,Transient,161.9795046147877,0,1,71582,0.442754028834146,3.056412271861254,2.0,80.98975230739384,0.0,0
Resort Hotel,0,106.52493249853804,2017,March,2016,10,2.029247707188441,1.6903950829156875,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,156.0,0.0,-5.210940505527793,Transient,97.17596121944231,0,0,22077,1.0905957608560284,3.7196427901041282,2.0,48.58798060972116,0.0,0
City Hotel,1,28.63702828075319,2017,April,2017,10,1.858510279029028,2.060819833252394,2,0.0,0,BB,PRT,UNAVAILABLE,MISSING,0,0,0,A,0,No Deposit,28.0,0.0,5.567799265623869,Transient,102.77870413469611,0,0,65954,1.2624020624765675,3.919330112281422,2.0,51.38935206734806,0.0,0
Resort Hotel,1,106.52493249853804,2017,July,2017,24,3.4430641450608928,0.8885544257737743,2,0.0,0,BB,PRT,UNAVAILABLE,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,-11.689291734768442,Transient,97.17596121944231,0,0,12957,1.0905957608560284,4.331618570834667,2.0,48.58798060972116,0.0,0
City Hotel,0,112.61196353668082,2017,July,2016,1,2.01346632277207,2.5002950796224743,2,0.0,0,MISSING,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,2.3109577126131384,Transient,113.20338198841992,0,1,53915,1.5922941935788395,4.513761402394545,2.0,56.60169099420996,0.0,0
City Hotel,0,108.78946045089964,2017,April,2017,1,0.074427713493859,7.9432106334870305,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-6.53946385196953,Transient,77.28200872023923,0,2,108875,0.6130570419169198,8.01763834698089,2.0,38.64100436011962,0.0,0
